court,judge_name,case_type,sections_involved,num_hearings,petitioner_type,respondent_type,outcome,case_duration_days,filing_year,filing_month,description_length,word_count
0,3,2,1,28,2,2,1,926,2014,11,240,31
2,27,4,7,3,2,1,0,232,2021,3,249,34
2,17,0,2,16,2,1,1,774,2020,10,244,34
3,18,0,5,35,0,2,0,766,2022,7,243,33
3,42,3,9,14,2,1,0,665,2018,1,250,34
0,27,4,2,28,3,0,1,125,2022,2,235,33
1,10,0,2,14,1,2,1,156,2022,10,237,33
1,22,2,1,6,2,0,0,672,2018,6,233,31
2,45,4,5,17,2,3,0,696,2023,5,241,35
2,28,4,3,27,2,2,1,718,2021,7,249,34
3,51,1,7,37,2,0,1,857,2016,3,262,34
1,28,1,9,25,2,0,1,452,2018,3,268,35
0,1,2,9,19,2,3,0,346,2014,2,240,31
0,6,2,7,5,3,1,1,1011,2017,3,263,34
1,20,2,3,34,1,1,1,770,2016,12,250,35
2,39,3,9,38,2,3,0,593,2016,4,248,34
0,26,4,1,21,2,1,1,627,2016,11,246,34
2,41,1,9,20,2,0,1,833,2013,8,271,37
1,50,3,6,32,3,0,0,361,2017,12,233,33
3,16,2,3,21,1,2,0,505,2015,3,267,37
0,26,2,1,6,0,3,1,76,2015,7,245,35
3,48,0,8,27,1,1,0,877,2021,1,249,35
2,38,0,9,8,0,3,0,565,2022,10,247,34
2,31,0,2,8,0,0,1,990,2014,11,243,33
1,51,1,7,10,0,3,0,347,2019,3,267,35
1,7,4,9,24,3,0,0,471,2022,11,235,33
2,2,3,6,7,3,2,1,88,2019,9,225,31
3,3,0,1,13,1,3,1,1065,2013,11,248,35
2,32,4,8,33,3,1,1,396,2021,7,241,34
0,35,2,3,35,2,0,0,193,2013,7,245,35
0,48,1,3,13,1,0,0,685,2019,10,267,35
0,15,0,9,35,0,3,1,935,2018,4,249,35
2,42,2,3,13,2,1,0,148,2018,10,267,37
1,39,3,4,30,3,0,1,592,2015,6,245,33
0,49,3,6,2,3,0,0,536,2022,9,230,33
1,27,3,9,7,2,1,0,178,2014,2,230,33
0,38,0,4,13,1,3,0,325,2023,4,244,34
2,19,1,8,19,3,0,1,699,2013,8,265,34
2,36,2,2,22,1,1,1,1088,2016,5,233,31
0,9,4,5,38,1,3,0,170,2018,10,233,33
0,13,2,4,3,0,0,0,704,2018,9,263,34
2,22,4,5,15,0,1,1,979,2015,11,236,33
3,38,4,7,16,3,3,1,838,2016,3,243,34
2,41,3,5,13,2,0,1,903,2019,2,250,35
3,24,1,8,20,2,2,0,1010,2013,3,262,34
0,26,3,7,9,0,0,0,730,2014,8,243,33
3,16,2,7,17,0,1,0,70,2017,5,250,35
3,49,4,9,3,2,3,0,279,2013,4,243,34
1,39,4,4,7,1,0,0,472,2013,12,249,34
3,24,0,4,3,1,1,0,1060,2013,4,242,34
2,9,1,1,24,3,0,1,254,2021,12,271,37
1,44,0,9,7,0,3,0,942,2014,3,233,34
2,20,3,2,34,0,0,0,708,2015,1,248,34
1,17,1,8,17,3,0,1,795,2021,10,265,35
3,35,2,8,10,0,0,0,142,2017,10,252,35
1,51,2,1,22,2,3,1,420,2017,12,253,33
2,26,4,6,3,1,2,0,526,2020,3,243,35
1,2,3,7,21,0,2,0,548,2019,11,259,35
3,9,1,2,22,1,1,1,968,2017,7,279,38
0,12,0,6,17,1,3,1,391,2022,8,248,35
0,7,0,9,30,3,3,0,959,2015,7,228,33
1,43,4,4,34,3,1,0,938,2015,5,243,34
1,13,4,5,29,3,1,0,717,2018,8,244,35
0,27,4,9,33,2,2,0,360,2022,7,243,35
0,14,3,3,17,3,0,1,135,2022,11,248,34
3,37,2,6,16,3,0,0,284,2021,3,238,31
0,37,3,1,2,2,3,1,679,2013,1,243,33
3,21,2,9,20,3,0,0,259,2021,1,241,32
3,45,1,4,37,0,0,0,994,2014,10,262,34
2,36,4,8,35,0,1,1,459,2022,7,246,35
1,46,3,7,5,1,3,0,331,2014,4,225,31
1,8,2,1,8,0,1,0,696,2014,5,255,33
2,7,2,7,35,0,1,0,196,2018,9,252,35
2,30,2,5,14,0,1,1,919,2018,12,255,33
3,48,0,9,23,0,1,0,618,2016,9,237,33
1,51,1,9,24,0,3,1,1019,2018,4,278,37
2,10,1,4,17,1,2,0,944,2020,11,278,37
1,2,3,2,18,3,3,1,115,2020,4,243,33
1,29,4,6,33,2,3,0,991,2020,10,241,34
2,43,4,4,22,1,1,0,80,2015,8,241,35
2,19,0,2,39,0,1,1,878,2019,2,243,33
3,18,2,3,2,3,2,0,418,2014,5,250,35
3,22,4,5,5,2,1,0,398,2015,9,236,33
1,30,3,2,20,0,1,0,896,2023,9,230,33
0,39,2,7,27,0,2,1,324,2013,6,250,35
3,45,2,6,38,1,0,1,1000,2018,2,250,35
3,52,0,3,37,2,0,1,73,2018,6,229,33
2,24,4,4,37,1,2,1,210,2015,7,248,34
3,2,2,2,18,3,3,0,412,2013,7,263,34
2,38,3,8,28,0,0,0,335,2014,6,259,35
2,7,3,8,11,0,0,0,961,2021,1,250,34
1,38,2,4,37,3,3,1,995,2019,7,253,33
0,19,4,6,34,0,2,0,480,2019,2,246,36
2,37,0,3,30,1,0,1,646,2014,8,248,35
1,45,3,9,27,2,1,0,392,2018,12,250,35
1,22,2,5,8,1,0,1,466,2015,1,255,33
1,9,0,3,28,3,1,1,390,2016,6,242,34
3,29,4,2,27,2,2,0,290,2023,6,241,35
1,8,3,6,12,3,0,0,773,2017,12,248,35
2,43,4,1,39,3,1,1,150,2013,4,233,33
2,10,0,3,14,2,2,0,340,2019,7,242,34
2,26,4,8,26,1,0,1,146,2015,1,238,34
2,52,0,2,39,1,0,1,513,2013,1,241,34
0,15,2,9,32,2,1,1,751,2020,5,267,37
1,40,3,8,31,2,1,0,584,2019,12,234,32
1,48,1,6,28,0,2,1,800,2015,5,278,37
3,27,0,2,3,1,2,1,644,2021,2,249,35
0,6,2,4,2,0,0,1,421,2015,1,240,31
2,50,2,6,29,2,3,1,1005,2018,7,255,33
1,14,3,7,1,3,3,1,678,2019,2,243,33
1,37,1,7,27,3,1,0,70,2014,3,268,35
3,3,1,1,30,3,2,0,196,2020,8,265,34
1,49,2,4,9,3,0,0,748,2018,7,248,32
2,46,1,8,12,1,2,0,52,2017,9,273,36
0,38,0,4,34,0,3,1,214,2021,2,242,34
1,32,1,2,19,3,3,1,136,2021,8,267,35
2,23,3,5,27,3,0,1,896,2018,6,259,35
0,36,1,2,13,1,2,1,143,2021,12,265,35
2,26,3,9,6,2,1,1,245,2013,7,243,33
3,32,3,3,8,2,3,0,1083,2019,11,239,34
3,44,3,1,9,3,2,1,158,2016,1,230,33
1,52,3,2,12,2,0,0,282,2019,5,234,32
0,35,2,8,28,0,3,1,900,2019,11,241,32
0,4,3,6,18,0,0,0,173,2021,12,248,34
0,38,2,3,20,3,0,0,275,2019,2,245,35
2,39,1,5,12,2,1,1,881,2013,3,278,37
1,45,2,3,24,0,2,1,30,2023,10,253,33
2,17,0,4,38,3,3,1,422,2018,8,242,34
0,45,3,4,32,0,1,1,304,2014,5,248,34
2,31,4,1,37,2,0,1,250,2014,6,243,35
0,16,4,7,17,0,0,0,449,2013,5,251,35
0,38,0,9,5,2,2,0,265,2015,6,232,34
3,39,4,4,11,3,1,0,858,2015,12,246,35
1,44,4,3,10,3,3,1,178,2023,6,251,35
2,1,0,1,21,3,0,1,457,2021,12,234,34
0,10,3,4,5,2,3,1,115,2013,1,239,34
2,16,0,3,17,0,1,1,143,2016,9,228,33
2,43,4,6,24,2,1,1,757,2016,5,246,35
3,31,4,7,17,0,1,1,513,2017,12,248,34
3,49,2,1,22,1,2,1,500,2014,9,255,33
0,17,3,6,20,0,1,1,320,2015,12,225,31
3,49,4,5,5,2,3,0,188,2019,4,236,33
2,27,4,3,8,2,3,1,968,2018,9,244,34
2,13,4,8,26,0,0,1,877,2022,4,251,35
1,9,3,2,18,3,3,1,524,2023,3,244,34
2,25,2,6,14,0,3,0,50,2017,4,233,31
3,4,2,9,22,1,3,0,990,2021,12,238,31
2,44,0,7,19,3,2,1,490,2022,3,244,34
0,43,1,9,25,2,2,1,232,2016,10,265,35
3,52,1,7,29,2,3,0,166,2017,11,268,36
0,29,1,8,5,1,2,0,1095,2019,11,276,36
2,24,3,3,2,2,3,0,59,2022,12,234,32
1,48,2,3,27,0,2,1,427,2021,7,248,32
0,39,4,6,35,3,0,0,619,2022,4,238,34
3,22,2,8,28,3,0,0,344,2021,9,241,32
1,41,4,9,5,0,2,0,196,2014,12,235,33
1,27,2,1,34,2,1,1,719,2015,5,255,33
3,43,3,4,22,1,0,0,103,2022,9,243,33
3,30,2,5,1,0,3,1,1072,2017,12,233,31
1,31,2,6,37,2,3,1,542,2015,2,253,33
2,7,4,2,2,3,2,0,816,2016,4,244,35
0,25,3,6,38,3,1,0,932,2018,5,250,34
3,13,0,8,30,2,1,0,874,2019,2,232,34
3,13,2,7,30,1,0,0,549,2015,2,246,32
1,46,2,8,36,0,0,0,112,2015,10,245,35
2,9,2,5,25,1,1,0,115,2017,4,238,31
0,41,2,4,5,2,3,0,410,2015,5,252,35
3,5,1,4,20,1,3,0,355,2023,11,278,37
3,46,0,5,7,2,0,0,979,2013,3,241,34
2,18,4,5,7,0,0,0,507,2021,5,246,35
1,7,3,7,4,0,3,0,1096,2016,3,224,32
1,29,3,4,20,0,2,0,330,2019,2,239,33
2,47,4,7,26,0,1,0,1064,2016,5,244,35
3,39,2,8,14,0,3,0,391,2023,4,267,37
2,20,1,1,28,2,2,0,1099,2023,9,270,36
0,9,2,8,36,3,1,1,565,2016,12,267,37
3,15,0,6,13,3,2,0,50,2013,4,228,33
0,42,3,7,1,2,1,1,1038,2014,11,244,34
3,37,3,2,28,1,0,1,249,2020,11,257,35
1,13,1,3,24,0,3,1,891,2022,2,265,35
3,48,3,4,3,3,2,1,907,2013,6,250,34
1,41,0,8,33,3,0,0,248,2013,2,232,34
2,41,2,6,24,1,1,0,638,2018,5,238,31
1,16,1,3,2,2,1,0,870,2021,11,270,36
1,52,3,2,26,3,1,1,1042,2021,6,248,34
0,25,4,7,23,3,3,0,452,2013,3,243,35
1,23,3,4,1,3,2,0,468,2023,11,250,34
1,42,0,7,22,1,1,0,902,2016,2,243,33
1,19,4,8,20,1,0,1,555,2015,7,246,35
1,8,0,9,3,2,1,0,690,2016,11,234,34
0,4,0,7,15,2,1,0,153,2021,4,244,34
1,49,1,5,28,2,0,1,756,2016,7,267,35
3,17,1,1,23,0,2,1,386,2020,2,270,36
1,7,3,7,17,2,2,1,417,2015,9,225,31
3,14,4,1,24,0,3,0,993,2014,4,241,35
1,29,3,4,18,2,0,1,793,2014,3,242,34
2,25,4,2,4,3,0,1,626,2017,10,241,34
2,8,2,6,3,1,0,0,635,2013,1,241,32
3,8,0,5,25,2,0,1,945,2019,2,233,34
3,11,1,1,16,3,0,1,691,2021,7,265,35
2,48,0,4,30,2,1,0,254,2019,3,228,33
0,44,4,6,4,2,0,1,615,2018,1,241,35
0,46,2,9,32,1,3,0,699,2014,11,255,33
2,48,1,2,28,2,3,1,89,2014,10,271,37
1,16,2,2,33,0,0,1,172,2014,4,245,35
0,23,2,2,31,2,1,1,537,2013,11,267,37
3,5,1,8,3,2,3,0,645,2019,3,279,38
3,48,3,3,7,2,3,1,84,2016,1,245,33
2,33,3,4,7,2,0,1,515,2020,4,245,33
2,43,3,7,5,2,0,1,210,2016,11,224,32
1,22,2,7,29,3,1,1,743,2016,7,253,33
2,48,1,5,38,0,1,0,538,2018,1,279,38
0,9,1,3,33,2,0,1,130,2016,12,279,38
2,12,2,2,18,1,1,1,464,2014,2,253,33
2,46,1,9,36,2,2,0,1026,2013,4,265,35
2,48,4,6,29,2,3,1,81,2023,10,243,34
1,52,3,8,28,1,3,0,462,2014,3,242,34
3,2,0,4,9,0,2,0,176,2015,12,229,33
2,37,1,6,32,3,2,1,995,2017,6,278,37
3,8,1,5,7,2,0,1,527,2017,11,270,36
1,23,4,8,23,0,3,1,700,2021,3,235,33
2,43,2,9,13,3,3,0,1065,2020,10,245,35
1,40,4,4,28,1,3,1,83,2019,9,246,35
0,19,0,8,30,1,3,0,550,2016,5,234,34
2,52,1,8,23,2,3,0,102,2023,6,267,35
2,19,4,7,21,2,2,1,856,2013,11,246,36
3,43,1,8,1,1,2,0,657,2016,5,276,36
0,37,3,3,33,2,1,1,504,2017,2,224,32
1,37,2,4,27,1,0,0,341,2016,11,241,32
3,18,4,9,1,0,2,1,235,2019,1,244,34
3,46,3,7,21,0,0,0,1007,2013,7,230,32
1,19,1,8,22,1,3,1,52,2022,4,267,35
0,8,4,3,1,2,2,0,167,2014,10,241,35
2,5,0,9,17,3,3,0,431,2017,1,233,34
1,36,0,9,3,3,1,0,449,2019,5,243,33
0,11,2,8,7,0,1,0,1013,2022,10,250,35
2,8,2,9,33,0,0,0,363,2019,2,263,34
3,2,0,5,14,3,1,1,377,2019,1,249,35
3,7,1,1,5,1,1,1,280,2015,9,267,35
1,15,2,6,20,3,3,0,424,2020,11,238,31
1,16,4,3,21,1,1,0,318,2019,2,243,35
2,2,4,1,16,1,2,0,771,2013,5,244,34
0,42,3,9,5,3,3,0,884,2017,8,233,33
2,32,1,5,36,1,1,0,818,2022,11,267,35
1,4,2,9,3,0,2,0,890,2022,6,250,35
0,43,3,9,15,3,2,0,680,2015,5,248,34
0,14,0,5,26,3,0,0,766,2021,2,228,33
0,51,1,3,35,1,3,0,391,2016,8,273,36
2,5,2,4,28,0,2,1,1095,2021,5,240,31
3,47,1,1,23,1,0,1,1041,2018,10,268,35
0,12,2,2,18,1,3,0,91,2016,7,240,31
3,27,2,3,32,1,0,1,407,2023,7,248,32
1,50,4,4,19,0,0,0,771,2015,8,235,33
3,22,2,8,24,3,2,0,342,2016,10,250,35
1,35,0,7,17,1,3,0,578,2023,4,242,34
3,31,1,1,31,2,2,1,932,2015,6,276,36
2,44,0,5,2,2,3,1,977,2015,3,228,33
2,4,2,9,9,3,3,0,1030,2023,7,240,31
0,16,4,9,33,1,2,0,724,2018,4,243,35
0,18,2,5,4,3,3,0,1053,2021,11,252,35
0,28,3,1,24,0,3,1,724,2013,12,245,33
1,41,2,1,24,0,3,1,600,2020,4,267,37
3,28,0,4,6,0,2,0,244,2014,2,228,33
1,14,3,2,11,2,0,0,960,2017,7,257,35
0,20,3,4,12,1,3,1,306,2015,3,243,33
3,43,1,6,19,3,0,0,226,2017,8,268,35
0,10,3,4,21,1,1,1,847,2017,4,239,33
0,51,1,1,10,3,1,1,981,2023,6,271,37
3,32,0,4,13,3,1,1,1074,2020,4,248,35
3,48,4,1,25,1,1,1,841,2013,10,248,34
1,4,3,7,35,2,0,0,1057,2018,5,230,33
1,21,4,9,29,1,3,1,457,2021,4,241,34
2,31,0,9,36,1,2,0,143,2018,6,229,33
0,31,4,4,20,3,2,0,292,2019,8,241,34
3,22,2,7,2,1,0,0,200,2018,8,270,35
1,39,3,1,15,0,1,0,842,2023,8,243,33
1,31,2,4,39,2,1,1,482,2020,3,252,35
2,28,2,8,24,2,1,1,490,2019,2,253,33
1,16,2,2,11,0,0,1,1016,2023,5,241,32
2,21,4,7,33,3,1,0,1077,2016,2,233,33
3,44,4,4,15,2,0,1,185,2021,4,243,34
0,7,0,7,12,0,3,0,944,2021,7,234,34
2,42,3,2,1,2,1,0,713,2017,1,233,33
2,14,0,1,6,0,3,0,875,2023,11,228,33
3,1,0,5,17,2,3,0,1045,2016,3,237,33
3,29,0,8,23,3,1,0,387,2022,12,233,34
3,13,2,7,7,3,0,0,893,2013,3,245,35
2,50,2,1,18,0,0,0,791,2016,3,246,32
2,43,0,5,16,2,1,1,734,2016,5,248,35
2,50,1,3,22,0,0,0,838,2016,10,270,36
3,0,0,6,36,2,1,0,852,2017,10,249,35
3,30,0,4,18,2,1,1,468,2021,4,232,34
3,38,0,4,28,0,0,1,1021,2017,9,249,35
2,7,1,7,24,2,0,0,131,2019,7,268,36
2,0,0,8,33,0,1,1,229,2014,4,233,34
3,25,2,5,38,1,1,1,816,2013,2,245,35
3,48,4,1,31,0,2,1,523,2017,5,244,34
0,33,4,9,9,3,3,0,345,2014,7,241,35
2,42,4,2,11,1,3,1,575,2014,3,243,35
2,27,2,4,10,2,1,1,172,2013,12,233,31
2,15,4,3,30,3,1,0,32,2016,1,248,34
0,42,4,2,39,3,1,1,75,2014,12,235,33
3,50,3,5,3,2,3,0,985,2014,8,257,35
0,9,2,8,39,2,1,1,380,2016,5,245,35
1,43,3,6,25,0,3,0,997,2015,10,242,34
3,17,4,1,18,3,1,1,575,2023,8,241,34
2,5,0,7,30,1,0,0,355,2020,1,229,33
3,23,1,4,19,3,1,1,71,2020,6,271,37
3,5,3,5,14,3,2,0,145,2020,7,248,35
0,45,4,2,23,2,3,0,632,2013,8,241,34
3,38,3,8,19,1,0,1,688,2018,6,230,32
0,38,4,9,22,0,2,1,988,2019,9,243,34
1,38,1,5,33,3,1,1,237,2023,4,268,35
1,0,2,9,29,2,1,0,669,2017,10,233,31
3,0,1,2,31,1,1,1,121,2016,1,268,35
0,35,1,3,21,3,2,0,591,2021,4,278,37
2,11,3,8,39,3,3,1,218,2015,1,230,32
3,52,3,6,29,0,3,1,278,2022,9,224,32
2,31,2,1,13,3,1,1,474,2016,12,241,32
0,32,3,6,30,1,1,0,499,2013,9,233,33
2,47,4,9,15,3,2,0,154,2016,11,235,33
0,33,0,1,14,0,0,1,672,2023,10,247,34
1,10,3,6,18,1,3,1,458,2017,10,242,34
1,16,0,5,28,1,0,0,955,2013,8,248,34
0,42,4,4,11,1,3,0,681,2017,2,235,33
3,38,1,5,22,1,2,1,973,2021,1,268,36
1,47,0,5,33,3,0,0,48,2013,8,233,34
3,43,0,4,38,0,0,1,513,2022,12,244,34
1,12,4,2,13,1,1,1,929,2021,4,243,34
2,14,4,7,22,3,2,0,226,2021,4,246,35
2,24,3,6,35,3,2,0,266,2021,4,243,33
2,43,2,6,31,2,0,1,786,2014,8,233,31
0,47,3,3,26,0,2,1,49,2021,10,244,34
0,15,4,5,5,3,0,0,1047,2015,4,251,35
1,38,2,5,32,3,2,1,1038,2014,9,267,37
1,30,1,8,26,1,2,0,1054,2013,6,268,36
3,34,4,7,20,0,0,1,864,2014,7,243,35
0,49,3,5,5,3,2,0,1095,2014,6,248,34
2,7,4,7,28,2,0,1,1072,2022,9,243,34
2,51,3,7,27,3,3,1,299,2013,9,257,35
1,30,4,6,11,3,3,0,195,2020,2,246,35
1,20,4,3,13,3,3,1,925,2013,8,233,33
3,18,1,3,38,0,3,1,516,2023,7,270,36
0,10,0,4,25,0,3,1,85,2019,3,242,34
3,44,2,2,21,0,0,1,507,2018,8,238,31
0,17,2,3,17,2,2,1,46,2013,11,248,32
1,43,4,1,21,0,3,0,647,2022,7,248,34
0,6,3,2,32,3,2,1,750,2017,9,243,33
0,17,3,8,3,1,1,1,82,2014,7,239,33
0,43,3,6,5,2,2,1,158,2020,10,248,34
2,52,3,2,9,2,1,0,998,2023,5,234,32
0,3,0,3,10,2,2,0,445,2013,3,229,33
1,43,0,4,6,3,1,1,84,2015,3,241,34
3,35,1,4,17,3,1,1,43,2020,1,278,37
3,35,4,8,1,1,3,0,457,2013,9,248,34
0,18,0,6,14,3,1,1,122,2021,4,233,34
3,31,3,9,2,0,1,0,174,2019,9,230,32
0,44,4,3,4,3,0,0,253,2018,11,246,36
2,49,0,8,26,3,3,1,781,2016,8,228,33
0,15,0,9,17,1,1,0,623,2018,3,242,34
3,28,4,1,38,2,0,1,859,2013,11,241,34
2,38,3,2,23,3,0,0,385,2021,1,248,34
2,46,3,3,16,0,2,0,114,2019,10,230,32
1,47,0,1,29,2,3,1,633,2018,10,232,34
3,20,1,1,33,3,3,0,1063,2021,8,268,36
0,38,4,2,8,1,0,0,724,2018,8,244,35
3,32,4,9,22,1,2,0,291,2017,6,243,34
3,10,2,1,12,3,0,1,33,2021,10,240,31
0,19,2,5,39,2,3,1,116,2023,4,233,31
0,37,2,4,18,3,3,0,937,2022,3,252,35
1,45,2,5,4,0,3,0,341,2018,8,245,35
2,38,1,1,33,3,3,1,91,2017,1,271,37
1,44,3,6,35,2,1,1,392,2014,6,248,34
0,11,4,5,15,1,2,1,964,2017,7,233,33
2,14,4,8,18,0,3,0,482,2022,2,235,33
2,43,0,5,29,0,0,1,1074,2021,10,243,33
2,39,0,9,2,3,2,0,567,2014,5,237,33
0,48,2,5,35,2,0,0,996,2018,12,267,37
3,7,0,8,1,2,0,0,245,2020,5,243,33
3,50,4,2,8,2,0,1,610,2020,7,238,34
1,23,4,4,13,1,3,0,539,2022,8,246,35
0,38,0,8,26,2,2,1,853,2013,10,243,33
3,6,2,8,31,3,0,0,174,2018,2,240,31
0,25,0,4,7,2,2,1,214,2014,1,228,33
1,19,3,4,13,1,2,1,268,2020,12,242,34
1,41,1,3,32,1,3,1,1032,2018,11,267,35
0,49,2,5,13,0,3,1,989,2017,10,246,32
1,4,0,5,15,2,3,1,54,2022,1,228,33
3,16,0,5,17,1,2,0,480,2022,4,242,34
3,41,3,6,25,2,0,1,620,2016,6,250,35
2,35,2,1,32,0,3,1,984,2021,12,263,34
0,41,1,5,37,0,1,1,523,2023,7,276,36
1,47,3,6,33,1,0,1,856,2013,7,234,32
0,33,0,5,10,1,1,1,882,2021,5,244,34
1,43,4,9,15,3,1,0,577,2014,4,241,35
1,43,2,6,25,3,2,1,827,2021,8,252,35
1,2,4,8,16,1,3,0,105,2020,6,241,34
2,3,1,3,22,0,3,1,383,2022,3,268,36
3,2,4,9,14,3,0,1,943,2019,4,246,36
2,27,2,7,26,0,2,1,204,2015,10,240,31
1,15,1,4,24,1,3,0,575,2020,8,271,37
2,1,1,9,4,1,0,0,879,2016,8,268,36
2,19,1,1,39,0,1,1,582,2013,5,279,38
1,28,1,8,4,1,2,0,1075,2014,4,262,34
3,37,2,4,16,1,3,1,943,2022,7,238,31
3,30,1,9,33,0,2,0,134,2017,3,279,38
1,30,4,3,2,2,3,0,596,2014,8,246,36
0,45,4,1,12,1,1,1,814,2013,5,248,34
3,28,1,8,28,2,0,0,830,2013,6,265,35
2,14,3,6,27,0,3,1,581,2021,4,230,33
3,34,2,4,35,3,0,1,459,2014,6,246,32
2,32,2,8,28,2,2,1,363,2021,10,255,33
2,19,3,2,23,2,3,0,410,2019,2,225,31
1,10,4,2,8,3,2,1,45,2015,5,238,34
2,35,2,9,35,3,2,0,949,2022,11,252,35
3,43,2,6,16,2,0,0,804,2018,5,233,31
3,42,2,6,7,2,3,0,337,2017,5,238,31
1,27,3,6,5,3,1,0,171,2020,5,230,32
3,43,2,8,38,1,3,0,590,2020,3,238,31
3,29,0,3,5,1,0,1,940,2021,3,233,34
3,27,2,6,8,3,2,0,1094,2019,10,240,31
3,17,1,9,35,3,2,0,313,2023,8,273,36
0,44,1,7,27,0,2,1,498,2017,7,278,37
2,44,2,5,26,2,3,0,663,2015,3,267,37
3,43,3,9,4,0,0,1,666,2014,5,250,34
0,41,2,2,13,2,1,0,334,2015,9,267,37
3,36,0,9,31,1,1,0,903,2021,7,234,34
3,7,2,5,22,0,3,1,781,2022,5,263,34
2,0,2,1,3,2,0,0,919,2016,3,252,35
1,23,0,1,25,3,1,1,155,2014,1,243,33
2,39,2,3,2,2,2,0,752,2020,12,255,33
2,36,2,3,1,2,0,1,397,2021,8,255,33
3,21,1,5,10,3,2,1,846,2013,8,262,34
3,34,2,9,14,1,0,0,574,2014,6,245,35
3,48,0,8,22,3,0,0,584,2016,9,237,33
3,14,4,9,23,3,1,0,656,2018,2,248,34
0,38,4,1,35,2,3,1,267,2014,3,236,33
0,13,2,5,14,2,2,0,650,2019,7,250,35
3,5,0,3,12,0,3,1,972,2018,6,233,34
0,24,1,2,12,2,0,1,114,2021,6,268,35
0,2,4,2,18,0,2,0,208,2023,6,241,35
2,22,2,1,19,0,3,1,66,2014,4,248,33
0,0,4,2,9,0,2,0,546,2017,12,235,33
3,15,2,5,29,2,3,1,283,2022,1,250,35
0,1,2,1,21,2,1,1,661,2013,2,248,33
1,15,3,5,29,2,1,1,70,2022,5,243,33
2,21,4,7,1,1,2,0,144,2017,5,236,33
2,40,1,3,24,2,1,1,266,2021,9,268,35
0,38,4,2,35,1,1,1,733,2019,8,236,33
0,11,3,8,30,0,3,0,93,2023,4,233,33
3,49,3,4,12,1,3,1,592,2014,8,244,34
3,25,0,7,6,0,3,0,594,2022,8,233,34
1,38,2,9,37,2,1,0,369,2019,3,255,33
3,42,2,1,7,3,2,0,141,2021,6,263,34
0,38,3,4,18,3,3,1,792,2021,7,239,33
1,1,3,2,30,0,1,1,474,2019,5,250,35
3,7,1,3,22,2,3,0,669,2017,12,273,36
2,22,2,2,11,1,1,0,853,2021,11,255,33
0,39,3,9,33,1,0,0,43,2018,7,224,32
3,35,1,6,8,0,2,0,856,2023,9,268,35
0,28,0,2,37,0,1,0,122,2020,5,249,35
3,52,4,6,5,2,3,1,631,2020,1,246,35
2,12,4,5,1,0,2,0,126,2019,5,243,34
0,45,2,6,18,0,1,1,62,2015,9,252,35
3,25,4,6,17,1,1,0,472,2021,3,235,33
0,51,2,1,22,0,0,0,604,2015,9,241,32
3,31,4,6,20,3,0,1,362,2019,10,243,35
1,7,1,2,12,3,2,1,300,2021,10,265,34
0,13,3,9,14,3,0,0,223,2017,12,239,33
1,41,4,2,14,3,1,1,638,2023,11,236,33
3,30,0,7,39,3,1,0,458,2014,10,228,33
2,23,1,6,38,2,3,1,1001,2015,4,273,36
1,26,2,4,22,3,3,0,495,2016,5,240,31
2,35,2,1,11,0,3,1,670,2023,8,267,37
0,30,2,8,21,2,0,0,1054,2018,11,253,33
2,52,1,7,17,1,3,0,1036,2015,12,279,38
1,36,4,2,1,1,0,1,563,2023,8,249,34
3,40,3,9,15,1,2,0,253,2017,7,245,33
1,28,0,8,14,3,2,0,453,2015,12,242,34
2,52,2,4,23,0,3,1,317,2022,12,246,32
2,49,3,3,32,3,1,1,551,2014,9,224,32
2,12,1,9,33,1,3,0,189,2023,7,271,37
3,36,1,7,39,1,2,0,460,2013,7,268,35
0,38,3,1,36,1,3,1,113,2019,3,244,34
3,15,4,2,7,0,1,1,1071,2019,5,243,35
2,41,3,8,16,1,0,1,41,2023,6,224,32
1,0,2,4,6,1,1,0,981,2023,3,245,35
2,38,0,1,17,0,1,0,1022,2022,4,233,34
1,44,4,6,31,1,1,1,1057,2023,1,244,34
0,48,4,2,23,2,1,1,513,2022,7,248,34
3,52,0,8,29,3,2,1,857,2018,8,233,34
1,31,2,8,35,2,2,0,1034,2022,7,270,35
3,3,1,3,37,3,0,0,926,2021,6,270,36
0,25,0,7,4,0,1,0,954,2017,3,232,34
1,6,2,5,12,1,3,0,554,2022,9,267,37
3,27,2,8,38,0,1,1,825,2013,5,248,33
1,7,4,1,16,1,1,0,255,2014,2,246,36
2,49,2,5,30,2,0,1,1012,2014,10,267,37
3,11,2,5,20,1,2,0,537,2018,11,245,35
3,35,2,6,18,1,3,1,312,2013,10,267,37
2,17,2,9,12,3,2,0,347,2015,6,270,35
3,7,1,1,24,2,3,0,946,2015,9,265,35
3,40,2,9,3,0,0,0,235,2015,9,241,32
3,27,0,4,38,0,3,0,757,2013,8,228,33
1,4,2,2,31,3,2,0,325,2015,6,241,32
0,49,3,9,8,0,3,0,671,2016,1,234,32
0,44,1,3,24,1,0,1,603,2021,5,262,34
0,29,2,4,37,1,1,1,691,2019,6,255,33
0,1,0,7,3,1,0,0,272,2016,6,241,34
0,48,2,1,8,1,3,1,999,2014,7,245,35
0,15,3,6,21,2,3,1,977,2018,8,230,33
0,2,2,8,38,0,0,0,1023,2016,6,245,35
0,5,2,4,3,1,0,0,561,2020,8,255,33
2,30,0,7,1,3,3,0,219,2015,6,249,35
